150, 52
160, 52
170, 52
180, 52
190, 52
200, 52
210, 52
220, 52
230, 52
0, 56
10, 56
20, 56
30, 56
40, 56
50, 56
60, 56
70, 56
80, 56
90, 56
100, 56
110, 56
120, 56
130, 56
140, 56
150, 56
160, 56
170, 56
180, 56
190, 56
200, 56
210, 56
220, 56
230, 56
0, 60
10, 60
20, 60
30, 60
40, 60
50, 60
60, 60
70, 60
80, 60
90, 60
100, 60
110, 60
120, 60
130, 60
140, 60
150, 60
160, 60
170, 60
180, 60
190, 60
200, 60
210, 60
220, 60
230, 60
0, 64
10, 64
20, 64
30, 64
40, 64
50, 64
60, 64
70, 64
80, 64
90, 64
100, 64
110, 64
120, 64
130, 64
140, 64
150, 64
160, 64
170, 64
180, 64
190, 64
200, 64
210, 64
220, 64
230, 64
0, 68
10, 68
20, 68
30, 68
40, 68
50, 68
60, 68
70, 68
80, 68
90, 68
100, 68
110, 68
120, 68
130, 68
140, 68
150, 68
160, 68
170, 68
180, 68
190, 68
200, 68
210, 68
220, 68
230, 68
0, 72
10, 72
20, 72
30, 72
40, 72
50, 72
60, 72
70, 72
80, 72
90, 72
100, 72
110, 72
120, 72
130, 72
140, 72
150, 72
160, 72
170, 72
180, 72
190, 72
200, 72
210, 72
220, 72
230, 72
0, 76
10, 76
20, 76
30, 76
40, 76
50, 76
60, 76
70, 76
80, 76
90, 76
100, 76
110, 76
120, 76
130, 76
140, 76
150, 76
160, 76
170, 76
180, 76
190, 76
200, 76
210, 76
220, 76
230, 76
0, 80
10, 80
20, 80
30, 80
40, 80
50, 80
60, 80
70, 80
80, 80
90, 80
100, 80
110, 80
120, 80
130, 80
140, 80
150, 80
160, 80
170, 80
180, 80
190, 80
200, 80
210, 80
220, 80
230, 80
0, 84
10, 84
20, 84
30, 84
40, 84
50, 84
60, 84
70, 84
80, 84
90, 84
100, 84
110, 84
120, 84
130, 84
140, 84
150, 84
160, 84
170, 84
180, 84
190, 84
200, 84
210, 84
220, 84
230, 84
0, 88
10, 88
20, 88
30, 88
40, 88
50, 88
60, 88
70, 88
80, 88
90, 88
100, 88
110, 88
120, 88
130, 88
140, 88
150, 88
160, 88
170, 88
180, 88
190, 88
200, 88
210, 88
220, 88
230, 88
0, 92
10, 92
20, 92
30, 92
40, 92
50, 92
60, 92
70, 92
80, 92
90, 92
100, 92
110, 92
120, 92
130, 92
140, 92
150, 92
160, 92
170, 92
180, 92
190, 92
200, 92
210, 92
220, 92
230, 92
0, 96
10, 96
20, 96
30, 96
40, 96
50, 96
60, 96
70, 96
80, 96
90, 96
100, 96
110, 96
120, 96
130, 96
140, 96
150, 96
160, 96
170, 96
180, 96
190, 96
200, 96
210, 96
220, 96
230, 96
0, 100
10, 100
20, 100
30, 100
40, 100
50, 100
60, 100
70, 100
80, 100
90, 100
100, 100
110, 100
120, 100
130, 100
140, 100
150, 100
160, 100
170, 100
180, 100
190, 100
200, 100
210, 100
220, 100
230, 100
0, 104
10, 104
20, 104
30, 104
40, 104
50, 104
60, 104
70, 104
80, 104
90, 104
100, 104
110, 104
120, 104
130, 104
140, 104
150, 104
160, 104
170, 104
180, 104
190, 104
200, 104
210, 104
220, 104
230, 104
0, 108
10, 108
20, 108
30, 108
40, 108
50, 108
60, 108
70, 108
80, 108
90, 108
100, 108
110, 108
120, 108
130, 108
140, 108
150, 108
160, 108
170, 108
180, 108
190, 108
200, 108
210, 108
220, 108
230, 108
0, 112
10, 112
20, 112
30, 112
40, 112
50, 112
60, 112
70, 112
80, 112
90, 112
100, 112
110, 112
120, 112
130, 112
140, 112
150, 112
160, 112
170, 112
180, 112
190, 112
200, 112
210, 112
220, 112
230, 112
0, 116
10, 116
20, 116
30, 116
40, 116
50, 116
60, 116
70, 116
80, 116
90, 116
100, 116
110, 116
120, 116
130, 116
140, 116
150, 116
160, 116
170, 116
180, 116
190, 116
200, 116
210, 116
220, 116
230, 116
0, 120
10, 120
20, 120
30, 120
40, 120
50, 120
60, 120
70, 120
80, 120
90, 120
100, 120
110, 120
120, 120
130, 120
140, 120
150, 120
160, 120
170, 120
180, 120
190, 120
200, 120
210, 120
220, 120
230, 120
0, 124
10, 124
20, 124
30, 124
40, 124
50, 124
60, 124
70, 124
80, 124
90, 124
100, 124
110, 124
120, 124
130, 124
140, 124
150, 124
160, 124
170, 124
180, 124
190, 124
200, 124
210, 124
220, 124
230, 124
0, 128
10, 128
20, 128
30, 128
40, 128
50, 128
60, 128
70, 128
80, 128
90, 128
100, 128
110, 128
120, 128
130, 128
140, 128
150, 128
160, 128
170, 128
180, 128
190, 128
200, 128
210, 128
220, 128
230, 128
0, 132
10, 132
20, 132
30, 132
40, 132
50, 132
60, 132
70, 132
80, 132
90, 132
100, 132
110, 132
120, 132
130, 132
140, 132
150, 132
160, 132
170, 132
180, 132
190, 132
200, 132
210, 132
220, 132
230, 132
0, 136
10, 136
20, 136
30, 136
40, 136
50, 136
60, 136
70, 136
80, 136
90, 136
100, 136
110, 136
120, 136
130, 136
140, 136
150, 136
160, 136
170, 136
180, 136
190, 136
200, 136
210, 136
220, 136
230, 136
0, 140
10, 140
20, 140
30, 140
40, 140
50, 140
60, 140
70, 140
80, 140
90, 140
100, 140
110, 140
120, 140
130, 140
140, 140
150, 140
160, 140
170, 140
180, 140
190, 140
200, 140
210, 140
220, 140
230, 140
0, 144
10, 144
20, 144
30, 144
40, 144
50, 144
60, 144
70, 144
80, 144
90, 144
100, 144
110, 144
120, 144
130, 144
140, 144
150, 144
160, 144
170, 144
180, 144
190, 144
200, 144
210, 144
220, 144
230, 144
0, 148
10, 148
20, 148
30, 148
40, 148
50, 148
60, 148
70, 148
80, 148
90, 148
100, 148
110, 148
120, 148
130, 148
140, 148
150, 148
160, 148
170, 148
180, 148
190, 148
200, 148
210, 148
220, 148
230, 148
0, 152
10, 152
20, 152
30, 152
40, 152
50, 152
60, 152
70, 152
80, 152
90, 152
100, 152
110, 152
120, 152
130, 152
140, 152
150, 152
160, 152
170, 152
180, 152
190, 152
200, 152
210, 152
220, 152
230, 152
0, 156
10, 156
20, 156
30, 156
40, 156
50, 156
60, 156
70, 156
80, 156
90, 156
100, 156
110, 156
120, 156
130, 156
140, 156
150, 156
160, 156
170, 156
180, 156
190, 156
200, 156
210, 156
220, 156
230, 156
0, 160
10, 160
20, 160
30, 160
40, 160
50, 160
60, 160
70, 160
80, 160
90, 160
100, 160
110, 160
120, 160
130, 160
140, 160
150, 160
160, 160
170, 160
180, 160
190, 160
200, 160
210, 160
220, 160
230, 160
0, 164
10, 164
20, 164
30, 164
40, 164
50, 164
60, 164
70, 164
80, 164
90, 164
100, 164
110, 164
120, 164
130, 164
140, 164
150, 164
160, 164
170, 164
180, 164
190, 164
200, 164
210, 164
220, 164
230, 164
0, 168
10, 168
20, 168
30, 168
40, 168
50, 168
60, 168
70, 168
80, 168
90, 168
100, 168
110, 168
120, 168
130, 168
140, 168
150, 168
160, 168
170, 168
180, 168
190, 168
200, 168
210, 168
220, 168
230, 168
0, 172
10, 172
20, 172
30, 172
40, 172
50, 172
60, 172
70, 172
80, 172
90, 172
100, 172
110, 172
120, 172
130, 172
140, 172
150, 172
160, 172
170, 172
180, 172
190, 172
200, 172
210, 172
220, 172
230, 172
0, 176
10, 176
20, 176
30, 176
40, 176
50, 176
60, 176
70, 176
80, 176
90, 176
100, 176
110, 176
120, 176
130, 176
140, 176
150, 176
160, 176
170, 176
180, 176
190, 176
200, 176
210, 176
220, 176
230, 176
0, 180
10, 180
20, 180
30, 180
40, 180
50, 180
60, 180
70, 180
80, 180
90, 180
100, 180
110, 180
120, 180
130, 180
140, 180
150, 180
160, 180
170, 180
180, 180
190, 180
200, 180
210, 180
220, 180
230, 180
0, 184
10, 184
20, 184
30, 184
40, 184
50, 184
60, 184
70, 184
80, 184
90, 184
100, 184
110, 184
120, 184
130, 184
140, 184
150, 184
160, 184
170, 184
180, 184
190, 184
200, 184
210, 184
220, 184
230, 184
0, 188
10, 188
20, 188
30, 188
40, 188
50, 188
60, 188
70, 188
80, 188
90, 188
100, 188
110, 188
120, 188
130, 188
140, 188
150, 188
160, 188
170, 188
180, 188
190, 188
200, 188
210, 188
220, 188
230, 188
0, 192
10, 192
20, 192
30, 192
40, 192
50, 192
60, 192
70, 192
80, 192
90, 192
100, 192
110, 192
120, 192
130, 192
140, 192
150, 192
160, 192
170, 192
180, 192
190, 192
200, 192
210, 192
220, 192
230, 192
0, 196
10, 196
20, 196
30, 196
40, 196
50, 196
60, 196
70, 196
80, 196
90, 196
100, 196
110, 196
120, 196
130, 196
140, 196
150, 196
160, 196
170, 196
180, 196
190, 196
200, 196
210, 196
220, 196
230, 196
0, 200
10, 200
20, 200
30, 200
40, 200
50, 200
60, 200
70, 200
80, 200
90, 200
100, 200
110, 200
120, 200
130, 200
140, 200
150, 200
160, 200
170, 200
180, 200
190, 200
200, 200
210, 200
220, 200
230, 200
0, 204
10, 204
20, 204
30, 204
40, 204
50, 204
60, 204
70, 204
80, 204
90, 204
100, 204
110, 204
120, 204
130, 204
140, 204
150, 204
160, 204
170, 204
180, 204
190, 204
200, 204
210, 204
220, 204
230, 204
0, 208
10, 208
20, 208
30, 208
40, 208
50, 208
60, 208
70, 208
80, 208
90, 208
100, 208
110, 208
120, 208
130, 208
140, 208
150, 208
160, 208
170, 208
180, 208
190, 208
200, 208
210, 208
220, 208
230, 208
0, 212
10, 212
20, 212
30, 212
40, 212
50, 212
60, 212
70, 212
80, 212
90, 212
100, 212
110, 212
120, 212
130, 212
140, 212
150, 212
160, 212
170, 212
180, 212
190, 212
200, 212
210, 212
220, 212
230, 212
0, 216
10, 216
20, 216
30, 216
40, 216
50, 216
60, 216
70, 216
80, 216
90, 216
100, 216
110, 216
120, 216
130, 216
140, 216
150, 216
160, 216
170, 216
180, 216
190, 216
200, 216
210, 216
220, 216
230, 216
0, 220
10, 220
20, 220
30, 220
40, 220
50, 220
60, 220
70, 220
80, 220
90, 220
100, 220
110, 220
120, 220
130, 220
140, 220
150, 220
160, 220
170, 220
180, 220
190, 220
200, 220
210, 220
220, 220
230, 220
0, 224
10, 224
20, 224
30, 224
40, 224
50, 224
60, 224
70, 224
80, 224
90, 224
100, 224
110, 224
120, 224
130, 224
140, 224
150, 224
160, 224
170, 224
180, 224
190, 224
200, 224
210, 224
220, 224
230, 224
0, 228
10, 228
20, 228
30, 228
40, 228
50, 228
60, 228
70, 228
80, 228
90, 228
100, 228
110, 228
120, 228
130, 228
140, 228
150, 228
160, 228
170, 228
180, 228
190, 228
200, 228
210, 228
220, 228
230, 228
0, 232
10, 232
20, 232
30, 232
40, 232
50, 232
60, 232
70, 232
80, 232
90, 232
100, 232
110, 232
120, 232
130, 232
140, 232
150, 232
160, 232
170, 232
180, 232
190, 232
200, 232
210, 232
220, 232
230, 232
0, 236
10, 236
20, 236
30, 236
40, 236
50, 236
60, 236
70, 236
80, 236
90, 236
100, 236
110, 236
120, 236
130, 236
140, 236
150, 236
160, 236
170, 236
180, 236
190, 236
200, 236
210, 236
220, 236
230, 236
